HG2412_PATCH	NW_019805502.1
NT_187417.1	chrUn_KI270423v1
HSCHR12_2_CTG1	KQ090023.1
KZ208912.1	NW_018654714.1
HSCHR15_9_CTG8	NW_025791798.1
NT_187600.1	chr14_KI270846v1_alt
NW_025791760.1	chr2_MU273337v1_alt
HSCHR19KIR_LUCE_A_HAP_CTG3_1	chr19_KI270889v1_alt
ML143373.1	chr16_ML143373v1_fix
ML143352.1	NW_021159998.1
KI270590.1	chrUn_KI270590v1
KN196473.1	chr1_KN196473v1_fix
NT_187434.1	chrUn_KI270522v1
HSCHR6_1_CTG10	NW_013171803.1
GL383574.1	HSCHR19_1_CTG3_1
NT_187488.1	chrUn_KI270382v1
GJ212095.1	NT_187290.1
HG2231_HG2496_PATCH	chr2_MU273344v1_fix
HSCHR12_7_CTG2_1	KI270836.1
NW_003315972.2	chr22_GL383583v2_alt
KI270897.1	NT_187651.1
KI270833.1	chr12_KI270833v1_alt
KI270910.1	chr17_KI270910v1_alt
KI270890.1	NT_187644.1
HSCHR8_7_CTG1	NT_187680.1
JH159136.1	chr11_JH159136v1_alt
HSCHR18_4_CTG1_1	NT_187618.1
GL000219.1	chrUn_GL000219v1
MU273392.1	NW_025791815.1
HSCHR19KIR_HG2393_CTG3_1	KV575258.1
HG2087_PATCH	chr17_ML143374v1_fix
GL000043.1	NT_037645.2
GJ211967.2	KI270445.1
HSCHR1_12_CTG3	MU273330.1
MU273346.1	NW_025791769.1
KZ208924.1	chrY_KZ208924v1_fix
HSCHR3_4_CTG1	NW_018654711.1
GJ212077.2	NT_187282.1
NT_167208.1	chrUn_GL000213v1
NT_187431.1	chrUn_KI270516v1
GL000001.2	NT_077402.3
GL000062.2	NT_023736.18
HSCHR12_5_CTG2	chr12_KI270837v1_alt
KI270420.1	NT_187413.1
GL949749.2	NW_003571057.2
KI270747.1	NT_187502.1
HG2494_PATCH	NW_025791764.1
GJ212149.2	KI270651.1
MU273393.1	chrX_MU273393v1_fix
HSCHR5_1_CTG5	chr5_GL383531v1_alt
KI270871.1	chr20_KI270871v1_alt
KI270310.1	NT_187402.1
HG30_PATCH	KV575244.1
KI270810.1	NT_187567.1
HSCHR19KIR_CA01-TB01_CTG3_1	KV575250.1
KI270818.1	NT_187572.1
HG2116_PATCH	chr11_KQ090022v1_fix
HG2239_PATCH	KQ031388.1
KV575254.1	NW_016107308.1
HSCHR20_1_CTG4	KI270871.1
KI270618.1	NT_187319.1
HG1369_PATCH	chr17_MU273382v1_fix
GJ212053.1	KI270533.1
NW_003315917.2	chr5_GL339449v2_alt
HSCHR22_8_CTG1	NW_015148968.1
KI270411.1	NT_187409.1
HSCHR11_3_CTG1	KI270927.1
KI270596.1	NT_187297.1
KI270544.1	chrUn_KI270544v1
NT_187524.1	chr2_KI270772v1_alt
HSCHR2_2_CTG7	NT_187648.1
HG2242_HG2243_PATCH	NW_011332693.1
HSCHR5_4_CTG1	NT_187548.1
NW_021160031.1	chrX_ML143385v1_fix
GJ212055.1	NT_187268.1
KI270731.1	NT_187386.1
GJ212154.2	KI270656.1
NW_016107313.1	chr19_KV575259v1_alt
HG2408_PATCH	chr8_MU273361v1_fix
HSCHR1_6_CTG31	MU273332.1
GJ212046.1	KI270526.1
KI270414.1	chrUn_KI270414v1
NW_016107312.1	chr19_KV575258v1_alt
HSCHR12_3_CTG2	chr12_KI270904v1_alt
HSCHR19KIR_FH13_A_HAP_CTG3_1	chr19_KI270931v1_alt
KI270817.1	NT_187573.1
GL000241.1	NT_167235.1
HSCHR19KIR_FH13_BA2_HAP_CTG3_1	chr19_KI270932v1_alt
KI270800.1	chr6_KI270800v1_alt
KI270541.1	NT_187272.1
HSCHR19KIR_0019-4656-B_CTG3_1	KV575256.1
KZ208915.1	chr8_KZ208915v1_fix
HSCHR2_5_CTG7_2	KI270775.1
HSCHR19KIR_CA01-TB04_CTG3_1	NW_016107303.1
KI270889.1	chr19_KI270889v1_alt
MU273356.1	chr5_MU273356v1_alt
KI270539.1	chrUn_KI270539v1
HG2060_PATCH	NW_019805495.1
KI270428.1	NT_187223.1
CM000678.2	chr16
GL000008.2	chr4_GL000008v2_random
HSCHR6_1_CTG9	chr6_KI270802v1_alt
GL000225.1	NT_167219.1
HG126_PATCH	NW_011332691.1
NW_025791771.1	chr3_MU273348v1_fix
HG1046_PATCH	MU273352.1
KN538363.1	NW_011332690.1
KI270516.1	chrUn_KI270516v1
GJ212132.2	KI270634.1
KI270803.1	NT_187562.1
KI270730.1	NT_187385.1
KI270673.1	NT_187345.1
NW_011332700.1	chr13_KN538373v1_fix
KI270391.1	NT_187481.1
19	NC_000019.10
KN196485.1	NW_009646207.1
NW_013171804.1	chr9_KQ090018v1_alt
HSCHR4_1_CTG6	chr4_GL383528v1_alt
NT_187442.1	chrUn_KI270539v1
HG2140_PATCH	NW_025791768.1
HSCHR17_6_CTG4	JH159148.1
KV575257.1	chr19_KV575257v1_alt
HSCHRX_1_CTG14	chrX_MU273395v1_alt
GL000024.2	NT_022184.16
MU273350.1	NW_025791773.1
KV880764.1	chr7_KV880764v1_fix
HG2118_PATCH	NW_025791802.1
KI270427.1	NT_187222.1
HSCHR1_1_CTG11	chr1_KI270760v1_alt
NT_187440.1	chrUn_KI270528v1
HSCHR1_4_CTG3	NW_014040926.1
GJ211860.1	KI270325.1
GJ211884.1	NT_187188.1
GL383550.2	chr12_GL383550v2_alt
NT_167248.2	chr6_GL000255v2_alt
MU273380.1	chr17_MU273380v1_fix
MU273364.1	NW_025791787.1
GL000112.2	NT_009952.15
KQ031383.1	NW_012132914.1
KI270338.1	chrUn_KI270338v1
HSCHR17_7_CTG4	chr17_KI270857v1_alt
HSCHR12_7_CTG2_1	NT_187591.1
HSCHR5_1_CTG1	NW_003315920.1
KI270824.1	chr10_KI270824v1_alt
KZ559108.1	chr11_KZ559108v1_fix
GL000156.2	NT_011526.8
MU273348.1	NW_025791771.1
KV575249.1	chr19_KV575249v1_alt
KI270342.1	NT_187185.1
HSCHR7_2_CTG7	chr7_KI270807v1_alt
KV575251.1	NW_016107305.1
KI270935.1	chr3_KI270935v1_alt
KI270399.1	NT_187206.1
HSCHR19KIR_CA01-TB01_CTG3_1	NW_016107304.1
HSCHR19KIR_CA01-TA01_2_CTG3_1	NW_016107302.1
NT_187591.1	chr12_KI270836v1_alt
HSCHR2_3_CTG7_2	NT_187528.1
NW_003315930.1	chr9_GL383541v1_alt
HG2047_PATCH	KZ208917.1
KI270303.1	NT_187398.1
NT_187678.1	chr3_KI270924v1_alt
KV880767.1	chr8_KV880767v1_fix
GJ211909.1	KI270377.1
GJ212053.1	NT_187266.1
HSCHR13_1_CTG6	chr13_KI270843v1_alt
HG2128_PATCH	chr6_KN196478v1_fix
HG2057_PATCH	NW_018654713.1
HSCHR2_2_CTG15	NT_187647.1
HSCHR18_2_CTG2_1	chr18_GL383572v1_alt
NT_187437.1	chrUn_KI270507v1
NW_025791789.1	chr9_MU273366v1_fix
KI270748.1	chrUn_KI270748v1
NT_167250.2	chr4_GL000257v2_alt
KV575246.1	chr19_KV575246v1_alt
NC_000024.10	Y
KZ208913.1	chr7_KZ208913v1_alt
HG26_PATCH	chr19_KQ458386v1_fix
HSCHR18_2_CTG2	NW_003315960.1
KI270868.1	NT_187622.1
KI270880.1	chrX_KI270880v1_alt
GL000208.1	chr5_GL000208v1_random
HSCHR15_3_CTG3	KI270851.1
GL949752.1	NW_003571060.1
NW_025791765.1	chr2_MU273342v1_fix
CM000678.2	NC_000016.10
GL383519.1	HSCHR1_2_CTG31
HG2031_PATCH	NW_025791786.1
HSCHR6_1_CTG4	NT_187552.1
KI270843.1	NT_187597.1
HSCHR17_8_CTG4	NT_187615.1
KI270317.1	NT_187407.1
HG151_NOVEL_TEST	chr11_JH159137v1_alt
GL000226.1	NT_167220.1
GL383564.2	NW_003315953.2
NC_000013.11	chr13
KI270907.1	NT_187662.1
KI270897.1	chr5_KI270897v1_alt
KI270442.1	chrUn_KI270442v1
NW_021160022.1	chr19_ML143376v1_fix
HSCHR12_2_CTG1	chr12_KQ090023v1_alt
MU273331.1	NW_025791754.1
KI270773.1	NT_187526.1
HG2263_PATCH	KZ559113.1
HSCHR13_1_CTG7	NW_013171810.1
HG2047_PATCH	NW_018654719.1
KI270430.1	NT_187224.1
HSCHR22_1_CTG3	NT_187629.1
KI866532.1	NT_187173.1
HG410_PATCH	MU273389.1
HSCHR17_12_CTG4	NW_019805501.1
HSCHR15_1_CTG1	chr15_KI270852v1_alt
GJ212149.2	NT_187332.1
KI270316.1	chrUn_KI270316v1
HSCHR12_3_CTG2	KI270904.1
KI270791.1	NT_187547.1
GL000199.1	NT_113916.2
HG2031_PATCH	chr8_MU273363v1_fix
HSCHR5_10_CTG1	chr5_MU273356v1_alt
HSCHR3_1_CTG3	KI270779.1
NT_187615.1	chr17_KI270858v1_alt
HG1815_PATCH	chr12_KZ208916v1_fix
GJ212036.1	KI270514.1
ML143381.1	NW_021160027.1
KI270919.1	chr19_KI270919v1_alt
KI270780.1	chr3_KI270780v1_alt
CM000663.2	NC_000001.11
NT_187531.1	chr2_KI270775v1_alt
KI270728.1	chr16_KI270728v1_random
GL383542.1	chr9_GL383542v1_alt
HSCHR5_10_CTG1	NW_025791779.1
KI270890.1	chr19_KI270890v1_alt
NW_009646199.1	chr5_KN196477v1_alt
GJ212161.2	NT_187342.1
NT_187471.1	chrUn_KI270378v1
NT_187625.1	chr20_KI270871v1_alt
HSCHR4_2_CTG4	NW_013171799.1
HSCHR19_5_CTG2	NT_187622.1
HSCHR2_5_CTG7_2	NT_187531.1
GJ212066.1	KI270546.1
KI270714.1	chr1_KI270714v1_random
HSCHR19KIR_CA01-TB01_CTG3_1	chr19_KV575250v1_alt
NT_187416.1	chrUn_KI270422v1
HSCHR2_10_CTG7_2	chr2_MU273337v1_alt
KI270721.1	NT_187376.1
HSCHR15_3_CTG3	NT_187604.1
HG28_PATCH	ML143358.1
HG2067_PATCH	chr8_KV880766v1_fix
KI866535.1	NT_187237.1
NW_019805496.1	chr11_KZ559109v1_fix
KI270507.1	NT_187437.1
KI270711.1	NT_187366.1
NT_113901.1	chrUn_GL000195v1
HG2288_HG2289_PATCH	chr13_KN538371v1_fix
GL383553.2	chr12_GL383553v2_alt
HG1362_PATCH	chr12_KN538369v1_fix
KI270873.1	chr21_KI270873v1_alt
HG1320_PATCH	chr17_ML143375v1_fix
HSCHR20_1_CTG1	NW_003315966.2
NT_187480.1	chrUn_KI270386v1
KV766193.1	NW_017363814.1
KI270821.1	chr8_KI270821v1_alt
ML143383.1	chrX_ML143383v1_fix
KI270774.1	NT_187529.1
GL383549.1	chr12_GL383549v1_alt
KZ559114.1	chr17_KZ559114v1_alt
KI270788.1	chr4_KI270788v1_alt
HSCHR18_5_CTG1_1	NW_014040928.1
KV575251.1	chr19_KV575251v1_alt
HSCHR16_3_CTG1	chr16_KI270855v1_alt
MU273397.1	NW_025791820.1
KI270749.1	NT_187504.1
CM000681.2	chr19
NW_019805487.1	chr1_KZ559100v1_fix
KI270450.1	NT_187235.1
GL000221.1	chr3_GL000221v1_random
KI270583.1	NT_187446.1
HSCHR19_3_CTG3_1	KI270867.1
15	CM000677.2
HG2239_PATCH	NW_012132919.1
HG2513_PATCH	chr21_ML143377v1_fix
HG613_PATCH	chr9_ML143353v1_fix
NT_187428.1	chrUn_KI270509v1
NT_187516.1	chr1_KI270759v1_alt
HSCHR17_10_CTG4	NT_187661.1
KI270747.1	chrUn_KI270747v1
GL949742.1	NW_003571036.1
4	chr4
KI270380.1	NT_187203.1
KI270769.1	chr2_KI270769v1_alt
HSCHR3_4_CTG3	KI270924.1
KI270815.1	chr8_KI270815v1_alt
NT_187617.1	chr18_KI270863v1_alt
NT_187584.1	chr11_KI270830v1_alt
HSCHR2_1_CTG7	NT_187524.1
HSCHR3_4_CTG2_1	NT_187537.1
KQ031388.1	chr7_KQ031388v1_fix
HG2115_PATCH	chr11_ML143359v1_fix
GJ212163.2	NT_187344.1
KI270626.1	NT_187322.1
HSCHR12_9_CTG2_1	KZ559112.1
NW_013171803.1	chr6_KQ090017v1_alt
HSCHRX_2_CTG3	NT_187667.1
HSCHR19KIR_HG2394_CTG3_1	KV575251.1
KI270706.1	NT_187361.1
MU273377.1	chr16_MU273377v1_fix
GL383540.1	NW_003315929.1
NT_187427.1	chrUn_KI270510v1
KI270816.1	chr8_KI270816v1_alt
NT_187386.1	chr22_KI270731v1_random
HSCHR8_1_CTG7	chr8_KI270810v1_alt
HG2521_PATCH	chr21_MU273392v1_fix
HG107_HG2565_PATCH	KQ759759.2
HSCHR1_4_CTG3	chr1_KQ458383v1_alt
NT_167245.2	chr6_GL000252v2_alt
Y	chrY
GL383557.1	chr16_GL383557v1_alt
KI270392.1	NT_187485.1
NW_018654718.1	chr12_KZ208916v1_fix
HSCHR18_3_CTG2_1	NT_187617.1
HSCHR19KIR_FH06_BA1_HAP_CTG3_1	NT_187677.1
KI270660.1	NT_187337.1
MU273365.1	NW_025791788.1
HG1047_PATCH	MU273360.1
HSCHRX_2_CTG14	NW_025791819.1
10	chr10
HSCHR4_11_CTG12	KQ983258.1
KI270751.1	NT_187506.1
MU273368.1	chr11_MU273368v1_alt
GL000172.2	NT_011681.17
GL949752.1	chr19_GL949752v1_alt
NW_025791782.1	chr8_MU273359v1_fix
KI270859.1	NT_187616.1
HSCHR14_3_CTG1	chr14_KI270846v1_alt
GL949746.1	chr19_GL949746v1_alt
KI270417.1	NT_187415.1
HSCHR17_2_CTG1	NT_187662.1
HG494_PATCH	ML143379.1
NT_167214.1	chrUn_GL000220v1
HSCHR3_7_CTG2_1	chr3_KZ559101v1_alt
ML143384.1	NW_021160030.1
NW_017363815.1	chr6_KV766194v1_fix
NW_021160026.1	chr22_ML143380v1_fix
GL000256.2	HSCHR6_MHC_SSTO_CTG1
GJ211999.2	KI270477.1
GJ211961.2	NT_187228.1
HG1320_PATCH	ML143375.1
GL383579.2	chr21_GL383579v2_alt
NT_187410.1	chrUn_KI270414v1
HSCHR3_1_CTG1	chr3_JH636055v2_alt
KI270902.1	NT_187656.1
NW_015148966.2	chr11_KQ759759v2_fix
MU273379.1	chr17_MU273379v1_fix
HSCHR18_5_CTG1_1	chr18_KQ458385v1_alt
HSCHR20_1_CTG4	chr20_KI270871v1_alt
KI270438.1	chrUn_KI270438v1
NW_003571055.2	chr19_GL949747v2_alt
NW_025791814.1	chr21_MU273391v1_fix
HSCHR11_1_CTG8	KI270832.1
KZ559100.1	chr1_KZ559100v1_fix
GL383580.2	NW_003315969.2
HSCHR19KIR_502960008-1_CTG3_1	chr19_KV575253v1_alt
KI270323.1	NT_187176.1
GL383533.1	NW_003315921.1
GL000142.2	NT_025215.5
KN538365.1	NW_011332692.1
KI270749.1	chrUn_KI270749v1
HG2408_PATCH	NW_025791784.1
KV575246.1	NW_016107300.1
HG2225_PATCH	MU273388.1
HG2111_PATCH	ML143360.1
GL000074.2	NT_078055.5
GJ211855.1	NT_187174.1
HG1708_PATCH	NW_017363816.1
HSCHR4_3_CTG12	KI270786.1
MU273338.1	NW_025791761.1
KI270750.1	chrUn_KI270750v1
HSCHR17_2_CTG1	chr17_KI270907v1_alt
NT_187603.1	chr15_KI270848v1_alt
KI270557.1	NT_187282.1
HSCHR4_12_CTG12	NW_017363814.1
HSCHR19KIR_502960008-2_CTG3_1	chr19_KV575252v1_alt
NW_003315941.1	chr12_GL383552v1_alt
HSCHR8_1_CTG1	NT_187565.1
GL582966.2	NW_003571033.2
KI270393.1	chrUn_KI270393v1
KI270870.1	NT_187624.1
HG2104_PATCH	chr1_KN196474v1_fix
GL000140.2	NT_011109.17
HSCHR16_3_CTG3_1	chr16_KQ031390v1_alt
HSCHR3_6_CTG2_1	chr3_KZ559105v1_alt
HSCHR10_1_CTG4	chr10_KI270825v1_alt
KN196479.1	chr9_KN196479v1_fix
HSCHR18_1_CTG1_1	chr18_GL383567v1_alt
HSCHR3_1_CTG2_1	chr3_GL383526v1_alt
HSCHR19LRC_PGF1_CTG3_1	chr19_GL949752v1_alt
HSCHR18_2_CTG2_1	NW_003315961.1
NT_187383.1	chr16_KI270728v1_random
GJ212204.1	NT_187330.1
MU273392.1	chr21_MU273392v1_fix
HSCHR15_2_CTG3	KI270906.1
KI270404.1	NT_187211.1
MU273372.1	chr12_MU273372v1_fix
KQ759762.2	NW_015148969.2
GJ212126.2	KI270628.1
NC_000007.14	chr7
HSCHR20_1_CTG3	chr20_KI270870v1_alt
KI270895.1	chr3_KI270895v1_alt
CM000671.2	NC_000009.12
21	NC_000021.9
KI270810.1	chr8_KI270810v1_alt
MU273395.1	chrX_MU273395v1_alt
KI270926.1	chr8_KI270926v1_alt
GL000253.2	NT_167246.2
NW_025791774.1	chr4_MU273351v1_fix
HG2062_PATCH	KN196487.1
NW_021160015.1	chr15_ML143369v1_fix
ML143364.1	chr13_ML143364v1_fix
KI270512.1	NT_187432.1
MU273355.1	chr5_MU273355v1_fix
NT_187515.1	chr1_KI270762v1_alt
NT_187452.1	chrUn_KI270590v1
GJ212067.1	NT_187277.1
KI270716.1	chr2_KI270716v1_random
HSCHR1_6_CTG3	NW_017852928.1
HSCHR3_3_CTG1	NT_187535.1
KI270938.1	chr19_KI270938v1_alt
HSCHR19_3_CTG3_1	NT_187620.1
KI270362.1	chrUn_KI270362v1
HSCHR19KIR_7191059-1_CTG3_1	NW_016107309.1
HSCHR5_2_CTG1_1	NW_003315917.2
HSCHR19_3_CTG2	NW_003315965.1
HSCHR22_8_CTG1	chr22_KQ759761v1_alt
NT_187551.1	chr5_KI270794v1_alt
KI270315.1	NT_187404.1
HSCHR13_1_CTG1	KI270838.1
GL383568.1	chr18_GL383568v1_alt
KQ759760.1	NW_015148967.1
HG563_PATCH	NW_021159997.1
GL000111.2	NT_024524.15
KI270775.1	NT_187531.1
KQ031386.1	NW_012132917.1
GJ211967.2	NT_187232.1
MU273355.1	NW_025791778.1
HSCHR22_7_CTG1	KQ458388.1
GL383565.1	HSCHR17_2_CTG4
MU273362.1	chr8_MU273362v1_fix
KI270346.1	NT_187189.1
GL383575.2	HSCHR19_2_CTG2
KI270611.1	NT_187312.1
ML143345.1	chr4_ML143345v1_fix
KI270845.1	NT_187599.1
NW_025791787.1	chr9_MU273364v1_fix
NT_187456.1	chrUn_KI270593v1
HSCHR8_3_CTG7	KI270816.1
KI270867.1	chr19_KI270867v1_alt
NT_187682.1	chr22_KI270928v1_alt
KI270733.1	chr22_KI270733v1_random
ML143349.1	NW_021159995.1
GL000256.2	NT_167249.2
HSCHR21_4_CTG1_1	NW_003315970.2
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	KI270888.1
HG2030_PATCH	NW_009646201.1
HSCHR17_9_CTG4	NT_187616.1
HG2225_PATCH	chr20_MU273388v1_fix
HSCHR5_1_CTG5	NW_003315919.1
KI270656.1	NT_187333.1
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	chr19_KI270914v1_alt
NT_187677.1	chr19_KI270923v1_alt
HG2571_PATCH	NW_025791757.1
NW_003315968.2	chr21_GL383579v2_alt
KI270597.1	NT_187298.1
HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	NT_187673.1
HG2235_PATCH	NW_012132916.1
HG151_NOVEL_TEST	NW_003871074.1
KQ090022.1	NW_013171808.1
HSCHR7_3_CTG6	KI270808.1
HG2263_PATCH	NW_019805500.1
NW_003315942.2	chr12_GL383553v2_alt
NW_011332692.1	chr10_KN538365v1_fix
GL383580.2	HSCHR21_3_CTG1_1
HSCHR2_11_CTG7_2	chr2_MU273338v1_alt
KI270814.1	chr8_KI270814v1_alt
MU273375.1	NW_025791798.1
KI270520.1	NT_187258.1
GJ211963.2	NT_187230.1
KV575243.1	chr5_KV575243v1_alt
HSCHR19KIR_G085_A_HAP_CTG3_1	KI270883.1
HSCHR2_4_CTG1	KI270774.1
KI270766.1	chr1_KI270766v1_alt
KI270390.1	chrUn_KI270390v1
GL383556.1	chr16_GL383556v1_alt
HG2022_PATCH	NW_009646198.1
GL000257.2	NT_167250.2
HG1521_PATCH	NW_021160002.1
NT_187559.1	chr7_KI270806v1_alt
NT_187632.1	chr22_KI270878v1_alt
HG705_PATCH	chr4_ML143349v1_fix
KI270726.1	chr14_KI270726v1_random
NC_000023.11	X
ML143358.1	NW_021160004.1
NW_025791778.1	chr5_MU273355v1_fix
KI270591.1	chrUn_KI270591v1
HSCHR13_1_CTG1	NT_187592.1
HG1531_PATCH	KZ208923.1
NC_000002.12	chr2
NT_187505.1	chrUn_KI270750v1
NT_187635.1	chrX_KI270881v1_alt
MU273367.1	NW_025791790.1
HSCHR11_1_CTG5	KI270829.1
KI270737.1	chr22_KI270737v1_random
KI270762.1	chr1_KI270762v1_alt
CM000680.2	NC_000018.10
KI270616.1	NT_187317.1
KZ559111.1	NW_019805498.1
KI270387.1	NT_187475.1
HSCHR3_4_CTG1	chr3_KZ208909v1_alt
KI270552.1	NT_187281.1
KI270902.1	chr11_KI270902v1_alt
HSCHR4_9_CTG12	NW_013171801.1
KI270840.1	NT_187594.1
KI270590.1	NT_187452.1
NW_003871060.2	chr3_JH636055v2_alt
GJ212077.2	KI270557.1
KN538363.1	chr2_KN538363v1_fix
GL383522.1	NW_003315909.1
HSCHR5_6_CTG1	chr5_KI270794v1_alt
NC_000017.11	chr17
KZ208922.1	chr18_KZ208922v1_fix
HSCHR3_4_CTG1	KZ208909.1
KI270585.1	NT_187293.1
NW_016107307.1	chr19_KV575253v1_alt
KI270477.1	NT_187244.1
GJ211943.1	KI270421.1
NT_187604.1	chr15_KI270851v1_alt
HG1523_PATCH	chr13_ML143364v1_fix
KI270925.1	chr4_KI270925v1_alt
GL000106.2	NT_009714.18
GL000209.2	HSCHR19KIR_RP5_B_HAP_CTG3_1
HSCHR17_4_CTG4	JH159146.1
HG699_PATCH	ML143344.1
HSCHR21_6_CTG1_1	NT_187627.1
HSCHR6_MHC_DBB_CTG1	chr6_GL000252v2_alt
KI270723.1	chr14_KI270723v1_random
KI270605.1	NT_187306.1
HSCHR9_1_CTG7	chr9_KQ090019v1_alt
NW_003571036.1	chr5_GL949742v1_alt
NW_011332694.1	chr10_KN538367v1_fix
KV766196.1	chr17_KV766196v1_fix
1	chr1
HSCHR21_1_CTG1_1	NW_003315967.2
HSCHR10_1_CTG3	KI270824.1
HSCHR17_1_CTG2	chr17_KI270861v1_alt
HSCHR19_1_CTG2	chr19_GL383573v1_alt
KI270613.1	NT_187314.1
NT_187533.1	chr3_KI270777v1_alt
HG151_NOVEL_TEST	JH159137.1
HG1506_PATCH	ML143382.1
MU273372.1	NW_025791795.1
GL383556.1	NW_003315945.1
GL000181.2	NT_011896.10
KI270334.1	NT_187460.1
CM000666.2	NC_000004.12
HSCHR19KIR_HG2394_CTG3_1	chr19_KV575251v1_alt
HSCHR15_2_CTG3	chr15_KI270906v1_alt
NW_021160023.1	chr21_ML143377v1_fix
GJ212128.2	NT_187325.1
GL383576.1	NW_003315965.1
NW_003315944.2	chr15_GL383555v2_alt
KI270903.1	chr11_KI270903v1_alt
KN538370.1	chr12_KN538370v1_fix
KI270413.1	NT_187218.1
HG2280_PATCH	NW_025791797.1
NT_187647.1	chr2_KI270893v1_alt
HG2246_HG2248_HG2276_PATCH	NW_021160007.1
HSCHR12_8_CTG2_1	NW_018654720.1
ML143361.1	chr12_ML143361v1_fix
NT_187430.1	chrUn_KI270508v1
HSCHR5_2_CTG1_1	chr5_GL339449v2_alt
NW_015148968.1	chr22_KQ759761v1_alt
ML143377.1	NW_021160023.1
GL000035.2	NT_005612.17
NW_018654716.1	chr8_KZ208914v1_fix
HSCHR19_3_CTG3_1	chr19_KI270867v1_alt
HG1485_PATCH	ML143378.1
KQ031384.1	chr2_KQ031384v1_fix
HG1047_PATCH	chr8_MU273360v1_fix
HSCHR6_1_CTG7	NT_187555.1
HSCHR4_6_CTG12	NT_187650.1
NT_187526.1	chr2_KI270773v1_alt
NW_013171801.1	chr4_KQ090015v1_alt
GJ212006.2	KI270484.1
HSCHR5_3_CTG1	chr5_KI270791v1_alt
KI270813.1	chr8_KI270813v1_alt
NT_187489.1	chrUn_KI270376v1
NT_187381.1	chr14_KI270726v1_random
GL383545.1	HSCHR10_1_CTG1
MU273366.1	chr9_MU273366v1_fix
HG2308_PATCH	MU273355.1
HG545_PATCH	NW_021160000.1
NT_187590.1	chr12_KI270834v1_alt
KZ208911.1	NW_018654713.1
KN196485.1	chr22_KN196485v1_alt
CM000663.2	chr1
KI270756.1	NT_187511.1
HSCHR7_1_CTG4_4	NT_187559.1
NW_013171800.1	chr4_KQ090014v1_alt
HSCHRX_3_CTG7	KV766199.1
NW_018654723.1	chr16_KZ208921v1_alt
HSCHR15_4_CTG8	chr15_KI270905v1_alt
HSCHR19KIR_FH15_A_HAP_CTG3_1	NT_187687.1
HSCHR2_6_CTG7_2	NW_015495299.1
HSCHR15_4_CTG8	NT_187660.1
GJ212186.2	NT_187353.1
HG2412_PATCH	KZ559115.1
MU273360.1	NW_025791783.1
KI270899.1	NT_187653.1
HSCHR1_9_CTG3	KZ208905.1
NT_187485.1	chrUn_KI270392v1
HSCHR1_9_CTG3	NW_018654707.1
HSCHR13_1_CTG4	chr13_KI270841v1_alt
KI270712.1	NT_187367.1
ML143353.1	NW_021159999.1
HSCHR19KIR_0010-5217-AB_CTG3_1	chr19_KV575254v1_alt
GJ212055.1	KI270535.1
HG1651_PATCH	chr6_KQ031387v1_fix
GL000080.2	NT_078052.5
NT_187441.1	chrUn_KI270530v1
HSCHRX_2_CTG3	KI270913.1
NW_021160001.1	chr10_ML143355v1_fix
NW_014040931.1	chr22_KQ458388v1_alt
KI270602.1	NT_187303.1
HG2247_PATCH	KN538370.1
HG2499_PATCH	ML143369.1
HSCHR17_2_CTG5	chr17_KI270908v1_alt
HG2213_PATCH	KQ090028.1
NT_187565.1	chr8_KI270811v1_alt
HSCHR19KIR_502960008-1_CTG3_1	KV575253.1
HG2290_PATCH	chr2_KQ031384v1_fix
HG1384_PATCH	NW_021159988.1
CM000673.2	chr11
KI270400.1	NT_187207.1
HSCHR19_1_CTG2	NW_003315962.1
KI270882.1	chr19_KI270882v1_alt
KI270855.1	NT_187608.1
NW_019805495.1	chr11_KZ559108v1_fix
HG2095_PATCH	NW_011332688.1
MU273390.1	chr21_MU273390v1_fix
CM000669.2	NC_000007.14
NW_025791754.1	chr1_MU273331v1_alt
KI270862.1	chr17_KI270862v1_alt
GJ212124.2	KI270626.1
KI270889.1	NT_187643.1
NW_025791800.1	chr16_MU273377v1_fix
KZ208922.1	NW_018654724.1
GJ212124.2	NT_187322.1
HSCHR6_1_CTG7	chr6_KI270800v1_alt
NT_113889.1	chrUn_GL000218v1
KI270745.1	NT_187500.1
KQ090020.1	chr10_KQ090020v1_alt
HSCHR5_3_CTG5	chr5_KI270898v1_alt
GJ212071.1	KI270551.1
KI270911.1	chr18_KI270911v1_alt
KZ208916.1	chr12_KZ208916v1_fix
GJ211881.1	KI270342.1
HG2077_PATCH	chr3_MU273347v1_fix
KV575257.1	NW_016107311.1
NT_187599.1	chr14_KI270845v1_alt
KI270545.1	NT_187275.1
HSCHR21_5_CTG2	NT_187626.1
HG23_PATCH	chr12_KN196482v1_fix
KQ031387.1	NW_012132918.1
KI270721.1	na
KI270847.1	NT_187601.1
KI270822.1	NT_187577.1
NW_003315914.1	chr4_GL383527v1_alt
HSCHR15_1_CTG8	chr15_GL383554v1_alt
MU273337.1	chr2_MU273337v1_alt
NT_187689.1	chr3_KI270935v1_alt
KQ983256.1	NW_015495299.1
HG410_PATCH	NW_025791812.1
KQ090024.1	NW_013171810.1
HSCHR3_4_CTG2_1	KI270780.1
KV766195.1	chr11_KV766195v1_fix
