geneID	TFCP2L1(MA0145.2)	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TWIST2(MA0633.2)	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000102380.1	0.0664008710	0.0516121652	0.0820577728	0.0267051996	0.0244545819	0.0061532854	0.0501047250	0.0062935496	0.0939831503	0.4378401146	7.0000000000	13255.5712890625	4468.2856445312
ENSMUSG00000073559.2	0.0388623545	0.0299796929	0.0484376211	0.0155354554	0.0144927263	0.0097094321	0.0285576360	0.0037215261	0.0540182061	0.2517196201	4.0000000000	12254.7500000000	4462.7500000000
ENSMUSG00000026450.14	0.0267713450	0.0206298585	0.0334063399	0.0107486801	0.0101042475	0.0118771309	0.0197010721	0.0026095322	0.0371693278	0.1730597812	4.0000000000	13191.7500000000	4462.7500000000
ENSMUSG00000064246.10	0.0107787101	0.0559302879	0.0299698848	0.0019083752	0.0029230469	0.0002241425	0.0006493761	0.0183611093	0.0242719303	0.1172566439	8.0000000000	7628.6250000000	794.1250000000
ENSMUSG00000042451.12	0.0044386958	0.0167161841	0.0409507028	0.0017089087	0.0006789862	0.0002121170	0.0021629386	0.0023465252	0.0062741456	0.1281255327	9.0000000000	9441.3330078125	863.6666870117
ENSMUSG00000042429.8	0.0060068149	0.0019052456	0.0014735904	0.0016652624	0.0003070665	0.0077586984	0.0016394730	0.0001625281	0.0175260408	0.0614435757	4.0000000000	10699.0000000000	1377.0000000000
ENSMUSG00000096676.1	0.0002733570	0.0004672590	0.0000384410	0.0000419043	0.0000104057	0.0000412504	0.0000909860	0.0000223959	0.0000196368	0.0010623428	3.0000000000	16512.0000000000	1975.6666259766
ENSMUSG00000026459.5	0.0016530519	0.0028256218	0.0002324613	0.0002534052	0.0000629255	0.0002494508	0.0005502128	0.0001354331	0.0001187483	0.0064242293	3.0000000000	7514.0000000000	1975.6666259766
ENSMUSG00000026458.13	0.0000000820	0.0000108925	0.0000016500	0.0000000298	0.0000000559	0.0005678006	0.0000008454	0.0000032343	0.0000123616	0.0000001556	1.0000000000	18316.0000000000	895.0000000000
ENSMUSG00000042305.12	0.0004026194	0.0023137590	0.0010344551	0.0004676585	0.0003361026	0.0040761200	0.0001407692	0.0000840291	0.0012502530	0.0657021229	3.0000000000	9916.6669921875	1101.6666259766
ENSMUSG00000050526.5	0.0001453095	0.0000804696	0.0000754984	0.0000287238	0.0000101463	0.0000825907	0.0000232221	0.0000192240	0.0012867447	0.0012904397	4.0000000000	14983.0000000000	910.0000000000
ENSMUSG00000026456.18	0.0019300412	0.0022219694	0.0029119153	0.0002172470	0.0018077645	0.0025820885	0.0002802151	0.0001001253	0.0003082923	0.0477694856	6.0000000000	10828.0000000000	1299.8333740234
ENSMUSG00000026457.14	0.0068924768	0.0128013592	0.0194238899	0.0001321890	0.0087822865	0.0158464748	0.0012227639	0.0006356683	0.0009059786	0.1051231492	5.0000000000	6433.6000976562	1432.8000488281
ENSMUSG00000101061.1	0.0003526879	0.0012467704	0.0020174469	0.0000069065	0.0001893250	0.0011680834	0.0000887228	0.0000422409	0.0000994160	0.0071010971	4.0000000000	16779.5000000000	1802.7500000000
ENSMUSG00000102722.1	0.0006439280	0.0023065472	0.0269278737	0.0000109551	0.0000674776	0.0000075469	0.0000302677	0.0000044300	0.0000057458	0.0659084068	1.0000000000	0.0000000000	1277.0000000000
ENSMUSG00000026455.14	0.0006439280	0.0023065472	0.0269278737	0.0000109551	0.0000674776	0.0000075469	0.0000302677	0.0000044300	0.0000057458	0.0659084068	1.0000000000	0.0000000000	1277.0000000000
ENSMUSG00000042229.9	0.0008470983	0.0610535095	0.0009606900	0.0129067608	0.0005026086	0.0005269188	0.0011349950	0.0014324024	0.0028483817	0.0657141860	2.0000000000	9258.5000000000	1866.0000000000
ENSMUSG00000077202.1	0.0001464126	0.0108958872	0.0001707939	0.0022271709	0.0019224091	0.0001039122	0.0011242857	0.0002570269	0.0004956926	0.0112991242	2.0000000000	8315.0000000000	1866.0000000000
ENSMUSG00000096712.1	0.0000130365	0.0016831181	0.0000250655	0.0001907596	0.0039821173	0.0000359097	0.0020270555	0.0000425063	0.0000511497	0.0008837357	2.0000000000	12804.5000000000	1866.0000000000
ENSMUSG00000101955.1	0.0000089205	0.0011517103	0.0000171516	0.0001305314	0.0027248508	0.0000245720	0.0013870570	0.0000290859	0.0000350003	0.0006047154	2.0000000000	14701.5000000000	1866.0000000000
ENSMUSG00000046367.10	0.0011194436	0.0060095412	0.0124424492	0.0083215130	0.0002626893	0.0283147057	0.0040535969	0.0000127315	0.0000070442	0.0116167787	2.0000000000	7651.5000000000	2220.0000000000
ENSMUSG00000042207.17	0.0076017068	0.0116421118	0.0409019917	0.0140389625	0.0014705015	0.0479957599	0.0068885848	0.0000276056	0.0000741049	0.0201719961	3.0000000000	8588.6669921875	1724.6666259766
ENSMUSG00000097435.1	0.0000121842	0.0000166768	0.0000627271	0.0000973328	0.0001309458	0.0000268596	0.0000277978	0.0000068183	0.0000003352	0.0000002159	3.0000000000	11853.6669921875	299.3333435059
ENSMUSG00000026452.15	0.0000125728	0.0000172088	0.0000647280	0.0001004376	0.0001351227	0.0000277163	0.0000286845	0.0000070358	0.0000003459	0.0000002228	3.0000000000	11696.6669921875	299.3333435059
ENSMUSG00000073557.11	0.0004666549	0.0000388996	0.0001337506	0.0006553752	0.0005732891	0.0002367071	0.0042083640	0.0000306343	0.0006268652	0.0984436387	2.0000000000	3349.5000000000	548.0000000000
ENSMUSG00000103614.1	0.0005299571	0.0073350182	0.0284491592	0.0017309720	0.0001149651	0.0022131497	0.0202187458	0.0018365602	0.0122661060	0.0012604303	6.0000000000	13576.8330078125	2735.6667480469
ENSMUSG00000077846.1	0.0002285566	0.0037659940	0.0119058601	0.0005694671	0.0000281439	0.0009359618	0.0087177973	0.0007642746	0.0051835378	0.0000352662	5.0000000000	12441.5996093750	1681.8000488281
ENSMUSG00000103976.1	0.0001792382	0.0148580483	0.0010321979	0.0003693161	0.0000014931	0.0001225992	0.0031442274	0.0001504753	0.0010467205	0.0000700992	3.0000000000	13121.0000000000	2231.6667480469
ENSMUSG00000101168.1	0.0000465566	0.0039654644	0.0001948550	0.0000951327	0.0000002124	0.0000264840	0.0007829173	0.0000351637	0.0002450536	0.0000185607	2.0000000000	15007.5000000000	1376.5000000000
ENSMUSG00000026429.8	0.0001423683	0.0000522957	0.0001205681	0.0006004121	0.0001592509	0.0000657514	0.0011925976	0.0000091599	0.0001738364	0.0272736127	2.0000000000	3247.0000000000	548.0000000000
ENSMUSG00000042793.13	0.0081341772	0.0002937220	0.0006217278	0.0106624975	0.0001304669	0.0060532108	0.0106919569	0.0035044469	0.0041959081	0.0295108100	6.0000000000	13449.5000000000	897.8333129883
ENSMUSG00000097993.7	0.0049807618	0.0001769520	0.0008353718	0.0240503816	0.0003310863	0.0003452960	0.0042379298	0.0001756442	0.0042072367	0.1127942971	7.0000000000	7139.5712890625	922.2857055664
ENSMUSG00000097988.1	0.0040816228	0.0001427166	0.0003141468	0.0054072792	0.0000722775	0.0029013966	0.0051724050	0.0016791795	0.0020841701	0.0168811624	7.0000000000	14656.7138671875	1072.5714111328
ENSMUSG00000031506.11	0.0049124414	0.0001767162	0.0008318720	0.0240460615	0.0003285213	0.0003456796	0.0042356321	0.0001757999	0.0041284390	0.1120889316	7.0000000000	7139.5712890625	922.2857055664
ENSMUSG00000026426.10	0.0083853874	0.0009627247	0.0003303079	0.0015903770	0.0009344363	0.0006256132	0.0019537763	0.0000806879	0.0038140915	0.1049915678	8.0000000000	14103.3750000000	844.2500000000
ENSMUSG00000087721.1	0.0054154058	0.0006332821	0.0002050943	0.0008155135	0.0006055207	0.0004027451	0.0012863730	0.0000541530	0.0030513515	0.0669414040	8.0000000000	15851.2500000000	844.2500000000
ENSMUSG00000085311.1	0.0035139010	0.0004205695	0.0001342303	0.0006240356	0.0003926478	0.0002596475	0.0009165358	0.0000402381	0.0027632366	0.0431391618	8.0000000000	16724.8750000000	872.1250000000
ENSMUSG00000026424.8	0.0001847318	0.0000450707	0.0000526966	0.0000204847	0.0000262814	0.0000143543	0.0000672828	0.0000103743	0.0231458879	0.0021761485	4.0000000000	10923.2500000000	883.5000000000
ENSMUSG00000079139.4	0.0030224127	0.0042638044	0.0149024340	0.0052522129	0.0013748335	0.0016314264	0.0009890529	0.0006077230	0.0422793799	0.0744995452	4.0000000000	13848.0000000000	2097.0000000000
ENSMUSG00000097680.1	0.0024821550	0.0018554957	0.0137690497	0.0015568980	0.0010545101	0.0014912619	0.0003060073	0.0003493219	0.0352584990	0.0465194240	6.0000000000	14552.3330078125	1959.8333740234
ENSMUSG00000003051.13	0.0117637899	0.0122323738	0.0429084094	0.0027736205	0.0053567121	0.0075001245	0.0014316540	0.0021487923	0.0713272358	0.1838758395	6.0000000000	8154.5000000000	1616.0000000000
ENSMUSG00000041926.15	0.0020925925	0.0049876248	0.0016430360	0.0004358719	0.0000896287	0.0357995110	0.0002740292	0.0002095959	0.0001213711	0.0387413617	5.0000000000	15081.2001953125	1496.4000244141
ENSMUSG00000062580.9	0.0002602976	0.0013756121	0.0005989918	0.0130023678	0.0061803197	0.0001692612	0.0091385489	0.0000706113	0.0028279801	0.0419105137	4.0000000000	9751.2500000000	1072.2500000000
ENSMUSG00000048096.7	0.0015996036	0.0019915339	0.0015440570	0.0025551665	0.0447278233	0.0011747668	0.0119994454	0.0004275061	0.0191991050	0.0699273704	5.0000000000	8109.2001953125	1052.4000244141
ENSMUSG00000087859.1	0.0121309512	0.0020452488	0.0099381890	0.0163352275	0.0010697849	0.0035855614	0.0039631759	0.0089934796	0.0137609808	0.1402869226	9.0000000000	9938.7773437500	1307.0000000000
ENSMUSG00000041889.7	0.0241456468	0.0004659161	0.0013077100	0.0033251700	0.0057557555	0.0133623708	0.0011297276	0.0002833246	0.0080639639	0.1011870866	7.0000000000	11767.1425781250	1519.5714111328
ENSMUSG00000041879.13	0.0003644991	0.0003746458	0.0009301547	0.0000783623	0.0000147168	0.0000055689	0.0001342854	0.0009132473	0.0327169118	0.0330974805	3.0000000000	7466.0000000000	1034.3333740234
ENSMUSG00000100620.1	0.0001001439	0.0001785791	0.0169389545	0.0002910492	0.0000040175	0.0000013315	0.0001402320	0.0001832597	0.0016033512	0.0015482642	3.0000000000	9814.0000000000	1034.3333740234
ENSMUSG00000009418.15	0.0001807295	0.0000462031	0.0000328323	0.0001493380	0.0000131668	0.0003242205	0.0000356684	0.0003130401	0.0000105719	0.0041529735	4.0000000000	16943.0000000000	1113.2500000000
ENSMUSG00000093515.1	0.0000015069	0.0000017547	0.0000023883	0.0000001919	0.0000001306	0.0000002305	0.0000009898	0.0000078392	0.0002818244	0.0002877298	2.0000000000	22305.0000000000	816.5000000000
ENSMUSG00000102474.1	0.0011283467	0.0002235369	0.0036362942	0.0000026342	0.0000189011	0.0000105777	0.0000411048	0.0000377755	0.0029008976	0.0184157753	4.0000000000	6760.7500000000	345.5000000000
ENSMUSG00000104524.1	0.0026050987	0.0006788049	0.0015265387	0.0106017970	0.0003909644	0.0004255602	0.0017274406	0.0001667730	0.0000466886	0.0146271159	12.0000000000	14269.2500000000	572.0833129883
ENSMUSG00000054412.5	0.0000320386	0.0000100476	0.0000013890	0.0000197522	0.0000000735	0.0000000384	0.0011264713	0.0000034914	0.0000000000	0.0001967868	1.0000000000	282.0000000000	256.0000000000
ENSMUSG00000090399.1	0.0140843504	0.0338713703	0.0275493998	0.0012510131	0.0005635479	0.0067225413	0.0013898651	0.0008454103	0.0043811736	0.1174878998	8.0000000000	8726.2500000000	1166.6250000000
ENSMUSG00000026421.14	0.0056398857	0.0017520169	0.0447305052	0.0010801170	0.0009965307	0.0066901312	0.0010435055	0.0010399347	0.0047578445	0.0867629310	9.0000000000	12865.2226562500	1989.6666259766
ENSMUSG00000041801.5	0.0094744328	0.0017947042	0.0396333728	0.0148342536	0.0041864499	0.0042344900	0.0015516155	0.0011697630	0.0152075887	0.1312775430	11.0000000000	10869.5458984375	1397.3636474609
ENSMUSG00000026418.16	0.0022853555	0.0042413261	0.0242973032	0.0181288252	0.0062493177	0.0244674787	0.0024568376	0.0008162380	0.0043644490	0.1603651753	9.0000000000	10692.7773437500	1280.6666259766
ENSMUSG00000041782.14	0.0008595323	0.0006671251	0.0010748368	0.0001651600	0.0040923373	0.0001718248	0.0001693024	0.0000730141	0.0096683272	0.0568435912	5.0000000000	10920.2001953125	793.2000122070
ENSMUSG00000026414.13	0.0006956337	0.0007736748	0.0033581583	0.0000960378	0.0007950971	0.0001349937	0.0004434632	0.0007455465	0.0014643878	0.0142504912	6.0000000000	14263.6669921875	1433.8333740234
ENSMUSG00000101482.1	0.0019592568	0.0016759079	0.0528106196	0.0438410210	0.0004943048	0.0013603330	0.0440423183	0.0014588849	0.0030397263	0.0674649972	5.0000000000	13234.4003906250	1626.5999755859
ENSMUSG00000026413.12	0.0002026181	0.0001348726	0.0256093186	0.0000805060	0.0000269947	0.0007726238	0.0005795817	0.0000463630	0.0000697453	0.0219085135	5.0000000000	6228.7998046875	346.0000000000
ENSMUSG00000102414.1	0.0000388762	0.0000345880	0.0006430092	0.0001654976	0.0000036830	0.0001051461	0.0000396469	0.0005855914	0.0031779461	0.0097316058	5.0000000000	15881.7998046875	477.2000122070
ENSMUSG00000051985.12	0.0005298874	0.0000718104	0.0002985750	0.0000050021	0.0000127734	0.0000044585	0.0000093401	0.0000140703	0.0036980159	0.0291924854	2.0000000000	6297.5000000000	797.0000000000
ENSMUSG00000026411.17	0.0007592356	0.0000889474	0.0003679081	0.0000069170	0.0000159593	0.0000056619	0.0000117304	0.0000178894	0.0045710421	0.0365438623	2.0000000000	4880.5000000000	797.0000000000
ENSMUSG00000102717.1	0.0021595008	0.0022282032	0.0005067232	0.0002372374	0.0002583579	0.0002461489	0.0003219814	0.0005155406	0.0061720113	0.0444871841	6.0000000000	11320.0000000000	1513.3333740234
ENSMUSG00000086264.9	0.0201985281	0.0212638191	0.0038237320	0.0022945993	0.0024653668	0.0020786879	0.0026741870	0.0045767014	0.0513550135	0.2208321857	6.0000000000	5693.1665039062	1513.3333740234
ENSMUSG00000041642.18	0.0203067785	0.0213860164	0.0038441594	0.0023192964	0.0024796699	0.0020981526	0.0026807158	0.0047162541	0.0513674435	0.2209799038	6.0000000000	5722.6665039062	1513.3333740234
ENSMUSG00000087230.9	0.0025904993	0.0031183413	0.0154402793	0.0001007480	0.0003359451	0.0087206268	0.0031019253	0.0007247594	0.0064042511	0.0507674879	5.0000000000	8519.0000000000	2773.1999511719
ENSMUSG00000041605.16	0.0375073845	0.0213118021	0.0538446764	0.0005283553	0.0015176220	0.0085514523	0.0109564544	0.0021767842	0.0766623997	0.2066382849	4.0000000000	10012.0000000000	3126.5000000000
ENSMUSG00000097315.1	0.0063061791	0.0048519248	0.0114347437	0.0002344289	0.0008395946	0.0216246119	0.0078777037	0.0015417494	0.0086816021	0.1089308939	5.0000000000	5985.0000000000	2773.1999511719
ENSMUSG00000103594.1	0.0027062767	0.0015386860	0.0038962313	0.0000375740	0.0001030331	0.0004789583	0.0007777949	0.0001543246	0.0055589381	0.0146594358	2.0000000000	17818.5000000000	4622.5000000000
ENSMUSG00000102941.1	0.0005134923	0.0002908745	0.0007536344	0.0000062764	0.0000196369	0.0000155542	0.0000992699	0.0000211609	0.0010817614	0.0027820583	1.0000000000	21302.0000000000	6300.0000000000
ENSMUSG00000097433.1	0.0002519007	0.0001426925	0.0003697057	0.0000030790	0.0000096332	0.0000076303	0.0000486982	0.0000103808	0.0005306730	0.0013647770	1.0000000000	24863.0000000000	6300.0000000000
ENSMUSG00000041570.14	0.0000946632	0.0010543007	0.0013560228	0.0233827318	0.0000907746	0.0323431820	0.0026530501	0.0009184363	0.0000803305	0.0659638686	2.0000000000	8168.5000000000	1389.0000000000
ENSMUSG00000097403.2	0.0002609148	0.0192767052	0.0002736101	0.0000580430	0.0005291197	0.0000756361	0.0001768235	0.0000220977	0.0116215180	0.0001098629	1.0000000000	0.0000000000	1574.0000000000
ENSMUSG00000026404.12	0.0002609148	0.0192767052	0.0002736101	0.0000580430	0.0005291197	0.0000756361	0.0001768235	0.0000220977	0.0116215180	0.0001098629	1.0000000000	0.0000000000	1574.0000000000
ENSMUSG00000041498.13	0.0000001334	0.0000044777	0.0000092525	0.0000000470	0.0000000574	0.0000003233	0.0000000785	0.0000001150	0.0000000366	0.0082734868	1.0000000000	10352.0000000000	259.0000000000
ENSMUSG00000104366.1	0.0005990093	0.0003362348	0.0004827047	0.0003856608	0.0000115658	0.0008776579	0.0004161350	0.0009226883	0.0003384961	0.0217645796	2.0000000000	13060.5000000000	1586.0000000000
ENSMUSG00000097229.1	0.0212689855	0.0020772025	0.0008988187	0.0002300114	0.0002874204	0.0322737616	0.0002867259	0.0008279356	0.0133584037	0.0456872789	2.0000000000	5195.5000000000	1586.0000000000
ENSMUSG00000041483.14	0.0212672271	0.0020689007	0.0008853554	0.0002188927	0.0002872950	0.0322720092	0.0002747571	0.0008015401	0.0133584036	0.0450840588	2.0000000000	5321.0000000000	1586.0000000000
ENSMUSG00000097113.7	0.0043896310	0.0061390919	0.0026472090	0.0009011572	0.0000489950	0.0031536357	0.0000318687	0.0000336397	0.0003591848	0.0169733682	4.0000000000	15747.0000000000	1238.2500000000
ENSMUSG00000097448.1	0.0080783674	0.0120978186	0.0049330780	0.0001646204	0.0000974598	0.0056594265	0.0004510525	0.0003631016	0.0188444590	0.0308382200	6.0000000000	9681.1669921875	988.6666870117
ENSMUSG00000092912.1	0.0064552967	0.0100983082	0.0039458750	0.0001349842	0.0000803136	0.0044866827	0.0003810580	0.0003021667	0.0152979853	0.0246302860	6.0000000000	10068.8330078125	988.6666870117
ENSMUSG00000096432.1	0.0000096330	0.0001745173	0.0000079051	0.0000000664	0.0000000114	0.0000027449	0.0000014788	0.0000149957	0.0000059912	0.0005280695	1.0000000000	24114.0000000000	1120.0000000000
ENSMUSG00000104360.1	0.0003216208	0.0057382027	0.0007902024	0.0000064307	0.0000004442	0.0037694824	0.0000531113	0.0005199519	0.0001969364	0.0268251922	5.0000000000	5419.0000000000	389.2000122070
ENSMUSG00000103953.1	0.0001600412	0.0028483764	0.0006148135	0.0000043416	0.0000003024	0.0074750740	0.0000304206	0.0002595826	0.0000977951	0.0278527456	5.0000000000	5471.0000000000	389.2000122070
ENSMUSG00000104261.1	0.0000496704	0.0008741147	0.0001942448	0.0000015129	0.0000002005	0.0103527646	0.0000132530	0.0000794638	0.0000303213	0.0202366470	5.0000000000	8730.0000000000	389.2000122070
ENSMUSG00000026398.14	0.0006573147	0.0001770401	0.0000796723	0.0000023137	0.0000015997	0.0000200451	0.0000010654	0.0000018335	0.0000217726	0.0108393638	2.0000000000	11889.0000000000	757.5000000000
ENSMUSG00000088715.1	0.0000793085	0.0104089008	0.0070515540	0.0008815642	0.0000821336	0.0002886213	0.0001622379	0.0039758871	0.0023822147	0.0104205703	3.0000000000	12075.6669921875	2284.6667480469
ENSMUSG00000103728.1	0.0000952490	0.0133219760	0.0080209907	0.0019328628	0.0000973938	0.0002488395	0.0002669467	0.0048950533	0.0039070405	0.0132536753	4.0000000000	16136.5000000000	3002.2500000000
ENSMUSG00000104112.1	0.0000075436	0.0023461055	0.0001146493	0.0000301114	0.0000003641	0.0004066555	0.0000055522	0.0000869879	0.0017539695	0.0017431423	3.0000000000	19292.0000000000	1836.6666259766
ENSMUSG00000098243.3	0.0018544702	0.0195102638	0.0029141431	0.0001097342	0.0002183526	0.0023431730	0.0005399906	0.0124725539	0.0006206488	0.0988994076	3.0000000000	10770.6669921875	3051.6667480469
ENSMUSG00000104118.1	0.0008142805	0.0475206978	0.0083437195	0.0017073559	0.0002848570	0.0011289959	0.0021623228	0.0039178411	0.0008923568	0.0347331937	4.0000000000	8400.0000000000	3076.2500000000
ENSMUSG00000098045.1	0.0021574068	0.0543632314	0.0564611529	0.0183429784	0.0012606558	0.0037623908	0.0182019180	0.0021031263	0.0061483991	0.0485200337	4.0000000000	8338.5000000000	3076.2500000000
ENSMUSG00000103038.1	0.0017297325	0.0587813869	0.0423517301	0.0339450608	0.0009633734	0.0039944567	0.0337541484	0.0022588800	0.0077795661	0.0498853560	5.0000000000	11986.5996093750	2738.1999511719
ENSMUSG00000102277.1	0.0011643759	0.0591251787	0.0246584637	0.0460311661	0.0005871569	0.0038694744	0.0458248620	0.0022860728	0.0085859812	0.0473199322	5.0000000000	12826.0000000000	2738.1999511719
ENSMUSG00000098145.1	0.0000032538	0.0003757957	0.0000161743	0.0006091714	0.0000009899	0.0000280323	0.0006084182	0.0000571534	0.0044360858	0.0024067240	3.0000000000	19050.3339843750	956.0000000000
ENSMUSG00000102142.1	0.0004971635	0.0303514830	0.0096870570	0.0273492860	0.0002374262	0.0019574501	0.0272380445	0.0013066109	0.0074770381	0.0236954671	5.0000000000	14143.0000000000	1972.5999755859
ENSMUSG00000104145.1	0.0002681616	0.0166077855	0.0051811273	0.0179718791	0.0001267823	0.0010690430	0.0179082246	0.0010038528	0.0089323544	0.0130832954	5.0000000000	14772.5996093750	1972.5999755859
ENSMUSG00000103427.1	0.0000440126	0.0050354339	0.0002431353	0.0328163068	0.0000066292	0.0003603249	0.0327720507	0.0029340053	0.0569815424	0.0115825142	3.0000000000	9153.0000000000	1947.0000000000
